Customer,Account.Length,International.Plan,Voice.Mail.Plan,Voice.Mail.Messages,Day.Minutes,Day.Calls,Day.Charge,Evening.Minutes,Evening.Calls,Evening.Charge,Night.Minutes,Night.Calls,Night.Charge,International.Minutes,International.Calls,International.Charge,Customer.Service.Calls,Churn
1021,64,No,Yes,22,200.4,80,34.07,131.1,84,11.14,230.7,67,10.38,7.6,5,2.05,1,No
1022,112,No,No,0,115.8,108,19.69,243.3,111,20.68,184.6,78,8.31,13.1,5,3.54,1,No
1023,100,No,No,0,142.5,87,24.23,195.7,88,16.63,122.1,117,5.49,7.8,8,2.11,2,No
1024,56,No,Yes,29,37.7,115,6.41,144.1,111,12.25,226.6,101,10.2,4.9,3,1.32,1,No
1025,107,No,No,0,204.5,108,34.77,162.4,110,13.8,155,102,6.98,13.4,1,3.62,3,No
1026,132,No,No,0,291.2,104,49.5,234.2,132,19.91,191.7,87,8.63,8.9,3,2.4,1,Yes
1027,67,No,Yes,40,104.9,65,17.83,216.3,93,18.39,217.4,128,9.78,9.6,9,2.59,1,No
1028,148,No,No,0,17.6,121,2.99,161.7,125,13.74,203.1,82,9.14,10.6,6,2.86,1,No
1029,116,No,No,0,89.5,128,15.22,180.8,137,15.37,193.1,94,8.69,14,3,3.78,2,No
1030,73,No,No,0,182.3,115,30.99,199.2,97,16.93,120.2,113,5.41,18,5,4.86,1,No
1031,122,No,Yes,28,166,62,28.22,233.9,88,19.88,170.1,84,7.65,7.7,3,2.08,2,No
1032,83,No,No,0,78.1,70,13.28,239.3,115,20.34,144.4,112,6.5,12.3,4,3.32,1,No
1033,114,No,No,0,169.6,85,28.83,58.9,86,5.01,179.3,124,8.07,7.4,8,2,1,No
1034,132,No,No,0,83.4,110,14.18,232.2,137,19.74,146.7,114,6.6,7.6,5,2.05,1,No
1035,9,No,Yes,39,214.1,108,36.4,169.2,115,14.38,189.7,117,8.54,10.1,3,2.73,1,No
1036,83,No,No,0,134.8,96,22.92,167.2,78,14.21,161.5,123,7.27,7.7,5,2.08,2,No
1037,93,Yes,No,0,168.4,114,28.63,276,127,23.46,196.2,48,8.83,11.4,3,3.08,1,No
1038,86,No,Yes,29,225.4,79,38.32,187.1,112,15.9,281.1,112,12.65,12.9,3,3.48,1,No
1039,54,No,No,0,272.6,83,46.34,248.7,74,21.14,197.4,111,8.88,9.5,2,2.57,1,Yes
1040,113,No,Yes,34,44.9,63,7.63,134.2,82,11.41,168.4,118,7.58,13.3,3,3.59,1,No
1041,160,No,No,0,82.7,116,14.06,194.6,95,16.54,159,54,7.15,10.9,9,2.94,0,No
1042,1,No,Yes,26,146.6,68,24.92,172.8,67,14.69,173.8,113,7.82,10,2,2.7,1,No
1043,102,Yes,No,0,233.8,103,39.75,221.6,131,18.84,146.9,106,6.61,12.8,3,3.46,0,No
1044,98,No,Yes,22,278.3,89,47.31,93.4,143,7.94,107.6,42,4.84,9.7,5,2.62,0,No
1045,78,No,No,0,191.7,122,32.59,241.4,88,20.52,203.5,86,9.16,9.1,5,2.46,1,No
1046,115,No,Yes,26,155.2,110,26.38,230.9,133,19.63,261.6,100,11.77,4.5,4,1.22,0,No
1047,101,No,No,0,217.7,118,37.01,231.7,128,19.69,185.3,128,8.34,0,0,0,3,No
1048,177,No,No,0,227.8,81,38.73,161.8,97,13.75,217,106,9.76,8,5,2.16,1,No
1049,151,Yes,No,0,198.7,70,33.78,209.5,106,17.81,281.9,126,12.69,12.4,4,3.35,0,No
1050,121,No,No,0,168.6,121,28.66,168.6,94,14.33,95.3,59,4.29,12.3,4,3.32,1,No
1051,144,No,No,0,133.3,101,22.66,255.5,127,21.72,228.6,68,10.29,11.6,2,3.13,0,No
1052,117,No,No,0,191.1,93,32.49,282.8,56,24.04,84.8,118,3.82,12,4,3.24,2,No
1053,174,No,Yes,15,221.8,143,37.71,210.6,115,17.9,221.8,109,9.98,12.4,9,3.35,1,No
1054,64,Yes,No,0,346.8,55,58.96,249.5,79,21.21,275.4,102,12.39,13.3,9,3.59,1,Yes
1055,95,No,No,0,157.9,103,26.84,259.6,90,22.07,230,117,10.35,14,2,3.78,0,No
1056,101,No,No,0,206.6,105,35.12,224.9,117,19.12,249.9,100,11.25,14.6,3,3.94,0,No
1057,60,No,No,0,135.4,134,23.02,205.9,85,17.5,204,103,9.18,7.9,4,2.13,1,No
1058,139,No,No,0,211.1,103,35.89,206.9,108,17.59,193.9,70,8.73,5.6,4,1.51,0,No
1059,68,No,No,0,222.8,99,37.88,175.8,85,14.94,202,111,9.09,11,3,2.97,3,No
1060,70,No,Yes,31,125.9,101,21.4,196.4,102,16.69,252.7,75,11.37,10.3,4,2.78,1,No
1061,36,No,No,0,117.1,94,19.91,235.4,117,20.01,221.3,108,9.96,9,2,2.43,0,No
1062,97,No,No,0,276.1,82,46.94,201.1,106,17.09,231.3,73,10.41,8.9,4,2.4,0,Yes
1063,106,No,Yes,9,88.5,100,15.05,324.8,109,27.61,79.9,86,3.6,8.2,4,2.21,3,No
1064,50,No,No,0,131.7,108,22.39,216.5,103,18.4,196.1,126,8.82,11,5,2.97,1,No
1065,85,No,Yes,37,229.6,123,39.03,132.3,90,11.25,211.9,76,9.54,9.5,8,2.57,2,No
1066,147,No,No,0,155.1,117,26.37,239.7,93,20.37,208.8,133,9.4,10.6,4,2.86,0,No
1067,160,No,No,0,166.4,117,28.29,317,129,26.95,160.4,121,7.22,10,2,2.7,1,No
1068,131,No,No,0,94.4,80,16.05,215.1,101,18.28,179.7,108,8.09,13.1,9,3.54,2,No
1069,157,No,No,0,240.2,67,40.83,153,98,13.01,249,72,11.21,10.2,6,2.75,2,No
1070,128,No,No,0,237.9,125,40.44,247.6,93,21.05,208.9,68,9.4,13.9,4,3.75,1,Yes
1071,56,No,No,0,162.3,99,27.59,149.1,78,12.67,255.5,115,11.5,14.8,1,4,4,Yes
1072,126,No,No,0,249.8,96,42.47,261.9,92,22.26,166.8,108,7.51,12.7,4,3.43,3,Yes
1073,125,No,Yes,23,120.5,104,20.49,227.8,115,19.36,158.5,100,7.13,10.2,3,2.75,1,No
1074,109,No,No,0,154.8,82,26.32,287.7,109,24.45,208.4,80,9.38,5.9,9,1.59,3,No
1075,56,Yes,No,0,177.7,114,30.21,215.6,110,18.33,236.7,67,10.65,10.5,5,2.84,1,No
1076,148,No,No,0,153.6,148,26.11,262.1,87,22.28,225.5,99,10.15,9.8,3,2.65,2,No
1077,97,Yes,No,0,236.9,107,40.27,157.6,105,13.4,241,120,10.85,7.3,2,1.97,0,Yes
1078,115,No,No,0,146.7,128,24.94,106.2,74,9.03,197.7,104,8.9,11.1,4,3,2,No
1079,81,No,Yes,28,167.9,147,28.54,190.7,105,16.21,193,103,8.69,9.2,6,2.48,4,Yes
1080,33,No,No,0,182.5,65,31.03,232.1,96,19.73,149.2,82,6.71,7.5,2,2.03,2,No
1081,85,No,No,0,144.4,88,24.55,264.6,105,22.49,185.4,94,8.34,9.9,3,2.67,1,No
1082,137,No,No,0,230.2,113,39.13,220.4,79,18.73,204.7,111,9.21,10.7,7,2.89,4,No
1083,59,No,Yes,28,120.9,97,20.55,213,92,18.11,163.1,116,7.34,8.5,5,2.3,2,No
1084,122,No,No,0,168.3,96,28.61,87.6,91,7.45,247.2,87,11.12,8.4,6,2.27,1,No
1085,154,No,No,0,154.5,122,26.27,214.2,71,18.21,178,105,8.01,12,2,3.24,3,Yes
1086,145,No,No,0,39.5,78,6.72,264.3,106,22.47,185.8,90,8.36,10,6,2.7,0,No
1087,75,No,Yes,21,175.8,97,29.89,217.5,106,18.49,237.5,134,10.69,5.3,4,1.43,5,No
1088,91,No,Yes,37,162.3,107,27.59,233.9,115,19.88,277.4,94,12.48,9.2,4,2.48,0,No
1089,102,No,No,0,242.2,88,41.17,233.2,89,19.82,188.5,121,8.48,6.2,6,1.67,3,No
1090,92,No,No,0,197.2,113,33.52,242.3,116,20.6,192,76,8.64,11,5,2.97,2,No
1091,103,No,No,0,160.2,104,27.23,138.9,70,11.81,312.5,97,14.06,9.7,2,2.62,0,No
1092,115,No,Yes,16,133.3,110,22.66,185.7,111,15.78,161.5,113,7.27,5.6,4,1.51,2,No
1093,107,No,No,0,134,104,22.78,174.5,94,14.83,311.1,79,14,7.3,3,1.97,3,No
1094,90,No,No,0,113.2,108,19.24,189.3,63,16.09,271.8,124,12.23,14.1,4,3.81,3,No
1095,126,Yes,No,0,239.7,87,40.75,281.7,92,23.94,183.5,113,8.26,11.4,1,3.08,1,Yes
1096,99,No,No,0,217.2,112,36.92,246.7,89,20.97,226.1,89,10.17,15.8,7,4.27,3,No
1097,232,No,No,0,165.6,104,28.15,195.9,115,16.65,118.3,77,5.32,11.8,3,3.19,1,No
1098,68,No,Yes,24,176,118,29.92,277.9,116,23.62,174.7,71,7.86,14.7,7,3.97,1,No
1099,57,No,No,0,158.1,117,26.88,115.2,149,9.79,182.4,92,8.21,11.8,7,3.19,0,No
1100,94,No,No,0,207,109,35.19,167.4,80,14.23,238.2,117,10.72,2.6,6,0.7,1,No
1101,89,No,Yes,32,209.9,113,35.68,249.8,104,21.23,224.2,92,10.09,8.7,7,2.35,1,No
1102,161,Yes,No,0,189.6,78,32.23,267.4,117,22.73,184.5,137,8.3,1.3,6,0.35,1,No
1103,96,No,Yes,18,172.7,86,29.36,133.4,113,11.34,259.5,70,11.68,9.8,3,2.65,1,No
1104,65,No,No,0,211.3,120,35.92,162.6,122,13.82,134.7,118,6.06,13.2,5,3.56,3,No
1105,42,No,No,0,303.9,106,51.66,232.2,54,19.74,147.1,76,6.62,5.8,3,1.57,1,Yes
1106,127,No,Yes,36,183.2,117,31.14,126.8,76,10.78,263.3,71,11.85,11.2,8,3.02,1,No
1107,80,No,No,0,197.6,83,33.59,164.5,86,13.98,94,98,4.23,6.4,6,1.73,1,No
1108,120,No,No,0,178.4,97,30.33,168.3,113,14.31,120.5,93,5.42,9.3,9,2.51,1,No
1109,163,No,No,0,197,109,33.49,202.6,128,17.22,206.4,80,9.29,9.1,10,2.46,1,No
1110,71,No,Yes,23,175.7,82,29.87,258.9,136,22.01,268.4,154,12.08,14.1,7,3.81,1,No
1111,133,No,No,0,295,141,50.15,223.6,101,19.01,229.4,109,10.32,12.9,4,3.48,2,Yes
1112,115,No,No,0,147.9,109,25.14,228.4,117,19.41,299.7,90,13.49,9.6,9,2.59,3,No
1113,60,No,No,0,289.8,101,49.27,255.6,115,21.73,242.8,76,10.93,11.7,4,3.16,2,Yes
1114,55,No,Yes,39,139.3,101,23.68,178.3,117,15.16,246.5,104,11.09,8.1,1,2.19,3,No
1115,101,No,No,0,183.9,115,31.26,255.9,101,21.75,275,145,12.38,10.8,11,2.92,1,No
1116,72,No,No,0,207.8,92,35.33,195.7,110,16.63,184.8,124,8.32,13.1,4,3.54,0,No
1117,123,No,No,0,163.1,119,27.73,249.4,51,21.2,168.2,77,7.57,9,10,2.43,1,No
1118,166,No,No,0,181.4,108,30.84,253.8,54,21.57,112.3,94,5.05,11.6,6,3.13,1,No
1119,176,No,No,0,223.2,76,37.94,214.4,131,18.22,154.4,80,6.95,10.1,2,2.73,3,No
1120,78,No,No,0,87,102,14.79,193.6,64,16.46,205.8,120,9.26,11,5,2.97,0,No
1121,70,No,No,0,7.9,100,1.34,136.4,83,11.59,156.6,89,7.05,12.1,1,3.27,0,No
1122,51,No,No,0,181.5,108,30.86,196.9,87,16.74,187.2,119,8.42,10.3,2,2.78,1,No
1123,119,No,No,0,98.8,97,16.8,146.9,68,12.49,190.7,105,8.58,10,4,2.7,3,No
1124,122,No,No,0,145.6,102,24.75,284.7,111,24.2,228.2,91,10.27,12.2,5,3.29,0,No
1125,90,No,Yes,30,183.8,76,31.25,229.7,95,19.52,144.1,124,6.48,7.7,3,2.08,1,No
1126,116,No,No,0,110.9,54,18.85,213.4,82,18.14,186.2,116,8.38,7.9,2,2.13,2,No
1127,105,No,No,0,213.4,100,36.28,204.9,52,17.42,179.7,93,8.09,9.5,6,2.57,1,No
1128,208,No,No,0,326.5,67,55.51,176.3,113,14.99,181.7,102,8.18,10.7,6,2.89,2,Yes
1129,50,No,Yes,24,214.3,129,36.43,289.8,55,24.63,312.5,130,14.06,10.6,4,2.86,1,No
1130,117,Yes,No,0,198.4,121,33.73,249.5,104,21.21,162.8,115,7.33,10.5,5,2.84,1,No
1131,117,No,No,0,239.9,84,40.78,174.8,106,14.86,209.5,93,9.43,9.8,2,2.65,0,No
1132,65,Yes,No,0,277.9,123,47.24,155.8,112,13.24,256.9,71,11.56,9.2,10,2.48,0,Yes
1133,113,No,No,0,72.5,88,12.33,204,112,17.34,117.9,118,5.31,6.6,3,1.78,1,No
1134,133,No,No,0,162.1,91,27.56,212.1,94,18.03,260.4,78,11.72,12.2,5,3.29,1,No
1135,81,No,No,0,324.7,48,55.2,236.4,82,20.09,187.6,78,8.44,13.1,5,3.54,0,Yes
1136,149,No,Yes,43,206.7,79,35.14,174.6,122,14.84,241.5,80,10.87,10.9,3,2.94,1,No
1137,101,No,Yes,33,219.7,137,37.35,186.8,94,15.88,184.5,113,8.3,9.5,2,2.57,2,No
1138,82,No,No,0,197.7,101,33.61,127.6,83,10.85,142.1,103,6.39,13.5,3,3.65,1,No
1139,131,No,Yes,30,174,118,29.58,205.3,81,17.45,218.2,90,9.82,6.7,3,1.81,1,No
1140,45,No,No,0,112.8,108,19.18,218.8,120,18.6,240.2,106,10.81,9,3,2.43,2,No
1141,105,Yes,No,0,150,106,25.5,293.8,123,24.97,250.7,65,11.28,10.3,7,2.78,3,No
1142,17,No,Yes,31,153.1,115,26.03,185.9,59,15.8,224.3,102,10.09,10,1,2.7,6,Yes
1143,87,No,No,0,146.3,108,24.87,171.8,102,14.6,167.5,66,7.54,5.3,9,1.43,1,No
1144,112,No,No,0,261.4,108,44.44,154.5,102,13.13,130.9,90,5.89,11.6,2,3.13,1,No
1145,103,No,No,0,198.5,112,33.75,42.5,90,3.61,179.2,124,8.06,12.4,5,3.35,0,No
1146,35,No,No,0,124.2,102,21.11,123.9,115,10.53,135.7,100,6.11,13.1,8,3.54,2,No
1147,90,No,No,0,142.4,126,24.21,126.2,118,10.73,274.2,71,12.34,4.6,4,1.24,1,No
1148,138,No,No,0,230.1,107,39.12,212,120,18.02,174.9,119,7.87,13.2,4,3.56,1,No
1149,124,No,No,0,253.5,104,43.1,117.9,123,10.02,248.5,104,11.18,14,2,3.78,0,No
1150,170,No,Yes,37,178.1,130,30.28,242.8,103,20.64,243,93,10.93,13,4,3.51,0,No
1151,92,No,Yes,44,152,95,25.84,274.9,73,23.37,162.4,121,7.31,10,1,2.7,2,No
1152,70,Yes,No,0,226.7,98,38.54,228.1,115,19.39,73.2,93,3.29,17.6,4,4.75,2,Yes
1153,86,No,No,0,83.5,96,14.2,221.1,63,18.79,349.7,75,15.74,12.6,3,3.4,0,No
1154,29,Yes,Yes,37,235,101,39.95,183.3,79,15.58,139.8,106,6.29,5.7,7,1.54,2,No
1155,108,No,Yes,41,171.6,110,29.17,136.1,78,11.57,183.4,103,8.25,10.8,7,2.92,0,No
1156,21,No,Yes,19,132.7,94,22.56,204.6,101,17.39,154.7,78,6.96,12.9,7,3.48,3,No
1157,144,Yes,No,0,203.5,100,34.6,247.6,103,21.05,194.3,94,8.74,11.9,11,3.21,0,No
1158,108,No,Yes,35,169.8,136,28.87,173.7,101,14.76,214.6,105,9.66,9.5,7,2.57,2,No
1159,129,No,No,0,139.5,119,23.72,289.3,105,24.59,129.4,97,5.82,13.1,8,3.54,0,No
1160,162,No,Yes,46,224.9,97,38.23,188.2,84,16,254.6,61,11.46,12.1,2,3.27,0,No
1161,58,No,Yes,22,224.1,127,38.1,238.8,85,20.3,174.2,86,7.84,11.5,7,3.11,2,No
1162,115,No,No,0,99.7,107,16.95,145.1,96,12.33,149.4,99,6.72,14.1,4,3.81,2,No
1163,125,No,No,0,233.3,65,39.66,209.8,93,17.83,210.6,109,9.48,9.1,4,2.46,1,No
1164,20,No,No,0,190,109,32.3,258.2,84,21.95,181.5,102,8.17,6.3,6,1.7,0,No
1165,101,No,Yes,28,105.9,132,18,231.7,107,19.69,281.3,120,12.66,10.7,5,2.89,1,No
1166,21,No,No,0,146,78,24.82,109.7,79,9.32,247.4,108,11.13,6.8,7,1.84,0,No
1167,128,No,No,0,147.7,94,25.11,283.3,83,24.08,188.3,124,8.47,6.9,5,1.86,2,No
1168,28,No,No,0,121.7,48,20.69,125.8,112,10.69,261.6,122,11.77,8.3,2,2.24,6,Yes
1169,32,No,No,0,157.9,88,26.84,180.8,132,15.37,132.5,102,5.96,12.8,3,3.46,1,No
1170,162,No,No,0,220.6,117,37.5,155.2,121,13.19,186.7,89,8.4,10.5,11,2.84,1,No
1171,221,No,Yes,24,180.5,85,30.69,224.1,92,19.05,205.7,103,9.26,2.4,3,0.65,0,No
1172,122,No,No,0,232.5,96,39.53,205.5,120,17.47,213.7,91,9.62,11.9,2,3.21,0,No
1173,103,No,No,0,180.2,134,30.63,97.7,85,8.3,181.7,134,8.18,8.4,3,2.27,1,No
1174,41,No,No,0,209.9,105,35.68,121.9,105,10.36,253.7,104,11.42,9.6,4,2.59,1,No
1175,125,No,No,0,131.8,97,22.41,136.7,100,11.62,308.2,119,13.87,7.7,6,2.08,2,No
1176,70,No,No,0,214.8,87,36.52,131,114,11.14,216.9,104,9.76,9.4,3,2.54,3,No
1177,103,Yes,No,0,255.9,128,43.5,140.9,92,11.98,308.9,130,13.9,12.1,2,3.27,1,Yes
1178,141,No,Yes,28,206.9,126,35.17,264.4,126,22.47,171.8,124,7.73,9.3,11,2.51,2,No
1179,105,No,Yes,31,109.6,108,18.63,249.3,119,21.19,321.2,101,14.45,8.3,4,2.24,4,Yes
1180,109,No,No,0,153.1,102,26.03,234.1,77,19.9,329.2,74,14.81,9.9,9,2.67,3,No
1181,108,No,No,0,112,105,19.04,193.7,110,16.46,208.9,93,9.4,4.1,4,1.11,4,Yes
1182,81,Yes,No,0,227.4,105,38.66,211.5,120,17.98,258.2,113,11.62,11.9,3,3.21,0,No
1183,116,No,No,0,164.6,110,27.98,270.6,103,23,230.4,109,10.37,8,3,2.16,0,No
1184,149,No,No,0,156,56,26.52,56,116,4.76,163.3,104,7.35,8.9,8,2.4,0,No
1185,63,No,No,0,58.9,125,10.01,169.6,59,14.42,211.4,88,9.51,9.4,3,2.54,1,No
1186,72,No,No,0,166.5,102,28.31,261,103,22.19,262.7,85,11.82,13.3,5,3.59,0,No
1187,76,No,No,0,186.1,96,31.64,211.6,100,17.99,230.6,100,10.38,8,4,2.16,0,No
1188,18,No,No,0,197,97,33.49,203.7,107,17.31,202,105,9.09,8.7,3,2.35,3,No
1189,3,No,Yes,27,67.4,116,11.46,244,78,20.74,281.1,93,12.65,11.4,2,3.08,2,No
1190,123,No,No,0,209.4,49,35.6,237.4,117,20.18,239.2,98,10.76,9.8,11,2.65,1,No
1191,52,No,Yes,20,133.3,63,22.66,184.1,123,15.65,272.9,107,12.28,13.5,2,3.65,1,No
1192,88,Yes,Yes,25,288.5,114,49.05,203.4,74,17.29,228.4,117,10.28,13,5,3.51,1,No
1193,111,No,Yes,36,166.2,54,28.25,238.8,109,20.3,108.8,92,4.9,11.2,2,3.02,3,No
1194,87,No,No,0,231.3,105,39.32,171.7,108,14.59,67.7,136,3.05,13,6,3.51,1,No
1195,118,No,Yes,36,294.9,106,50.13,165.7,115,14.08,189.2,63,8.51,9.8,5,2.65,3,No
1196,103,No,Yes,28,121,105,20.57,270.4,100,22.98,160.5,76,7.22,7.7,4,2.08,2,No
1197,86,No,Yes,23,225.5,107,38.34,246.3,105,20.94,245.7,81,11.06,9.8,2,2.65,0,No
1198,99,No,No,0,198.2,87,33.69,207.3,76,17.62,190.9,113,8.59,8.7,3,2.35,4,No
1199,162,No,No,0,217.6,87,36.99,279,71,23.72,250.7,65,11.28,10.4,4,2.81,2,Yes
1200,115,No,No,0,286.4,125,48.69,205.7,74,17.48,191.4,141,8.61,6.9,6,1.86,1,Yes
1201,86,No,No,0,126.3,115,21.47,168.8,112,14.35,154.6,95,6.96,9.8,7,2.65,2,No
1202,149,No,Yes,20,264.4,102,44.95,219.6,123,18.67,200.4,89,9.02,11.3,3,3.05,2,No
1203,84,No,No,0,217.1,99,36.91,236,68,20.06,118.3,120,5.32,9.4,4,2.54,1,No
1204,67,No,Yes,35,245.4,89,41.72,148.2,102,12.6,274,136,12.33,7.5,6,2.03,1,No
1205,45,No,No,0,159.8,91,27.17,120.4,86,10.23,163,93,7.34,10.6,3,2.86,2,No
1206,127,Yes,No,0,176.9,110,30.07,167.9,100,14.27,182.2,138,8.2,7.7,2,2.08,1,Yes
1207,167,No,No,0,207.6,88,35.29,132.4,63,11.25,255.2,98,11.48,14.1,5,3.81,0,No
1208,72,No,No,0,177.1,97,30.11,184.7,105,15.7,174.1,94,7.83,8,6,2.16,1,No
1209,95,No,No,0,134.4,104,22.85,152.4,95,12.95,236.5,80,10.64,9.4,3,2.54,1,No
1210,118,No,Yes,42,148.7,105,25.28,167.3,105,14.22,270.6,105,12.18,10.4,7,2.81,0,No
1211,82,No,No,0,300.3,109,51.05,181,100,15.39,270.1,73,12.15,11.7,4,3.16,0,Yes
1212,69,No,No,0,195.3,70,33.2,216.7,108,18.42,259.9,119,11.7,12.5,4,3.38,3,No
1213,134,No,No,0,141.7,95,24.09,205.6,101,17.48,218.5,60,9.83,8.8,6,2.38,0,No
1214,72,No,No,0,109.1,97,18.55,115.7,96,9.83,295.8,84,13.31,8.3,6,2.24,0,No
1215,61,Yes,Yes,16,143.5,76,24.4,242.6,58,20.62,147.7,95,6.65,11.3,3,3.05,0,No
1216,109,No,No,0,200.1,72,34.02,300.9,120,25.58,236,68,10.62,11.9,5,3.21,0,No
1217,132,No,Yes,10,182.9,54,31.09,292.4,68,24.85,142.3,116,6.4,11.5,4,3.11,0,No
1218,95,No,No,0,157.3,116,26.74,197.5,77,16.79,128.2,111,5.77,8.4,4,2.27,2,No
1219,94,No,Yes,28,233.2,88,39.64,113.3,102,9.63,118,71,5.31,16.1,4,4.35,0,No
1220,89,No,No,0,89.5,66,15.22,179.3,104,15.24,225.1,116,10.13,12.3,1,3.32,3,No
1221,103,No,No,0,174.7,151,29.7,148,56,12.58,168.2,109,7.57,15.8,3,4.27,6,Yes
1222,91,No,No,0,189.3,100,32.18,239.3,107,20.34,89.7,89,4.04,9.9,3,2.67,3,No
1223,107,No,No,0,86.8,95,14.76,108.1,85,9.19,204.3,87,9.19,13.2,3,3.56,1,No
1224,84,No,No,0,289.1,100,49.15,233.8,97,19.87,223.5,148,10.06,12.7,2,3.43,2,Yes
1225,78,No,No,0,193.1,85,32.83,172.1,105,14.63,129.6,119,5.83,10.2,1,2.75,0,No
1226,124,No,No,0,191.3,134,32.52,261.5,113,22.23,182.3,111,8.2,10,3,2.7,1,No
1227,82,No,No,0,265.2,122,45.08,178.7,102,15.19,174.7,90,7.86,10.7,9,2.89,2,No
1228,37,No,No,0,206,89,35.02,186,88,15.81,307.1,86,13.82,8.4,11,2.27,0,No
1229,24,No,Yes,25,164.9,110,28.03,209.3,105,17.79,231.2,55,10.4,6.7,9,1.81,1,No
1230,108,No,No,0,291.6,99,49.57,221.1,93,18.79,229.2,110,10.31,14,9,3.78,2,Yes
1231,105,No,Yes,23,193.5,85,32.9,220.2,90,18.72,272.4,111,12.26,8.5,5,2.3,0,No
1232,7,No,Yes,30,221.4,114,37.64,165.8,116,14.09,247,105,11.12,10.8,12,2.92,1,No
1233,97,No,Yes,32,183.4,94,31.18,269.1,120,22.87,203.5,38,9.16,6.7,4,1.81,5,No
1234,157,No,No,0,185.1,92,31.47,213,85,18.11,196.1,85,8.82,8.5,5,2.3,2,No
1235,163,No,No,0,223,120,37.91,227,98,19.3,188.3,125,8.47,8.8,5,2.38,1,No
1236,106,No,No,0,159.6,94,27.13,276.8,118,23.53,223.5,65,10.06,8.8,3,2.38,0,No
1237,64,No,No,0,224.8,111,38.22,190,101,16.15,221.4,110,9.96,9.2,2,2.48,1,No
1238,159,No,No,0,189.1,105,32.15,246.1,147,20.92,242,106,10.89,10.4,5,2.81,1,Yes
1239,101,No,No,0,174.9,105,29.73,262,75,22.27,210,93,9.45,8.5,5,2.3,1,No
1240,102,No,No,0,271.1,80,46.09,172,133,14.62,169.2,105,7.61,10.3,5,2.78,1,No
1241,112,No,No,0,170.4,103,28.97,200.2,71,17.02,258.3,100,11.62,11.6,4,3.13,1,No
1242,174,No,No,0,190.3,98,32.35,252.7,70,21.48,220.6,97,9.93,7.2,9,1.94,2,No
1243,146,No,No,0,149.3,83,25.38,187.1,130,15.9,149.8,100,6.74,7.9,4,2.13,7,Yes
1244,105,No,No,0,106.4,71,18.09,240.1,83,20.41,147.7,114,6.65,5.3,4,1.43,6,Yes
1245,90,No,No,0,203.4,146,34.58,226.7,117,19.27,152.4,105,6.86,7.3,4,1.97,1,No
1246,111,No,No,0,224.9,117,38.23,191.9,127,16.31,229.9,97,10.35,10.3,3,2.78,0,No
1247,78,No,No,0,225.1,67,38.27,199.2,127,16.93,175.5,102,7.9,14.6,2,3.94,0,No
1248,39,No,No,0,187.2,110,31.82,114.7,116,9.75,104.7,83,4.71,13.2,5,3.56,1,No
1249,76,No,No,0,204,69,34.68,225.1,110,19.13,240.3,85,10.81,9.6,5,2.59,1,No
1250,92,No,No,0,181.4,98,30.84,164.5,98,13.98,171,110,7.69,10.9,4,2.94,2,No
1251,126,No,No,0,321.3,99,54.62,167.9,93,14.27,193.6,106,8.71,8,4,2.16,1,Yes
1252,87,No,Yes,28,143.5,106,24.4,223.5,147,19,175.4,69,7.89,11.2,5,3.02,0,No
1253,69,No,No,0,227,122,38.59,258.7,111,21.99,169.7,87,7.64,8.9,1,2.4,2,No
1254,78,No,No,0,168.3,110,28.61,221.2,73,18.8,241,136,10.85,12.5,1,3.38,1,No
1255,149,No,No,0,187.6,83,31.89,201.4,81,17.12,264.2,79,11.89,8.8,1,2.38,1,No
1256,72,No,No,0,139.9,117,23.78,223.6,96,19.01,240.8,93,10.84,12.7,4,3.43,2,No
1257,117,Yes,No,0,54.2,100,9.21,303.2,84,25.77,171.8,84,7.73,8.6,2,2.32,1,Yes
1258,108,No,No,0,138.6,122,23.56,172.3,117,14.65,231.6,92,10.42,9.8,3,2.65,1,No
1259,119,No,No,0,190.4,74,32.37,215.6,113,18.33,161.2,111,7.25,10,1,2.7,2,No
1260,120,Yes,No,0,179.9,72,30.58,170,98,14.45,190.6,89,8.58,13.8,2,3.73,1,Yes
1261,75,No,No,0,111.7,121,18.99,237.3,119,20.17,253.5,110,11.41,13.1,6,3.54,1,No
1262,142,No,Yes,24,239.8,103,40.77,285.9,65,24.3,256.7,106,11.55,9.5,4,2.57,0,No
1263,52,No,No,0,214.7,68,36.5,158.6,138,13.48,123.4,114,5.55,9.4,4,2.54,2,No
1264,224,Yes,No,0,171.5,99,29.16,160,103,13.6,212.4,102,9.56,5,2,1.35,1,Yes
1265,100,No,No,0,113.3,96,19.26,197.9,89,16.82,284.5,93,12.8,11.7,2,3.16,4,Yes
1266,102,Yes,No,0,224.2,81,38.11,243.3,90,20.68,147.8,66,6.65,12,8,3.24,3,No
1267,111,No,No,0,181.8,117,30.91,158.1,91,13.44,266.2,123,11.98,9.7,9,2.62,0,No
1268,104,No,No,0,156.2,93,26.55,193,54,16.41,222.7,94,10.02,13.1,5,3.54,1,No
1269,58,No,N,0,210.1,126,35.72,248.9,108,21.16,158.6,88,7.14,14.4,2,3.89,4,No
1270,73,No,No,0,183.4,80,31.18,242,115,20.57,201.4,100,9.06,7.5,3,2.03,4,No
1271,150,No,No,0,189.3,77,32.18,220.9,105,18.78,238.7,117,10.74,9.2,5,2.48,4,No
